id,age_range,country
8594,45-54,DE
8595,25-34,SE
8596,25-34,IT
8597,65+,CN
8598,<18,NG
8599,55-64,FR
8600,18-24,CN
8601,65+,AU
8602,25-34,PT
8603,25-34,US
8604,45-54,JP
8605,35-44,GB
8606,25-34,JP
8607,35-44,CO
8608,45-54,US
8609,<18,EG
8610,<18,PT
8611,25-34,IT
8612,18-24,CA
8613,35-44,CN
8614,18-24,AR
8615,25-34,PT
8616,18-24,PT
8617,35-44,ES
8618,18-24,GB
8619,<18,BR
8620,<18,CO
8621,65+,PT
8622,18-24,ES
8623,45-54,DE
8624,18-24,FR
8625,18-24,EG
8626,25-34,CL
8627,25-34,CA
8628,65+,CL
8629,65+,CA
8630,45-54,NL
8631,35-44,NL
8632,25-34,KR
8633,25-34,AR
8634,65+,BR
8635,35-44,ZA
8636,35-44,KR
8637,18-24,NL
8638,<18,CL
8639,65+,FR
8640,25-34,RU
8641,25-34,NL
8642,18-24,ES
8643,45-54,EG
8644,<18,NL
8645,45-54,IN
8646,18-24,IN
8647,55-64,IN
8648,45-54,GB
8649,18-24,CL
8650,35-44,AR
8651,25-34,ES
8652,18-24,TR
8653,55-64,EG
8654,25-34,CL
8655,25-34,CO
8656,18-24,IT
8657,25-34,FR
8658,55-64,CO
8659,25-34,CN
8660,65+,DE
8661,65+,US
8662,18-24,IT
8663,18-24,NG
8664,55-64,CL
8665,25-34,DE
8666,<18,CL
8667,25-34,DE
8668,35-44,GB
8669,45-54,PT
8670,18-24,NG
8671,18-24,PT
8672,55-64,SE
8673,45-54,IN
8674,35-44,JP
8675,45-54,DE
8676,25-34,ES
8677,45-54,NL
8678,25-34,TR
8679,25-34,ES
8680,45-54,AU
8681,25-34,DE
8682,65+,CA
8683,25-34,KR
8684,55-64,IT
8685,55-64,CO
8686,25-34,ES
8687,45-54,US
8688,25-34,CN
8689,55-64,AR
8690,25-34,TR
8691,45-54,JP
8692,25-34,US
8693,18-24,JP
8694,18-24,JP
8695,25-34,KR
8696,45-54,EG
8697,35-44,US
8698,35-44,GB
8699,25-34,AR
8700,25-34,IT
8701,<18,FR
8702,45-54,US
8703,65+,US
8704,25-34,JP
8705,<18,PT
8706,18-24,MX
8707,35-44,CO
8708,35-44,SE
8709,45-54,RU
8710,25-34,CL
8711,45-54,ZA
8712,35-44,AR
8713,25-34,TR
8714,35-44,ZA
8715,18-24,DE
8716,25-34,DE
8717,55-64,GB
8718,25-34,ES
8719,45-54,FR
8720,35-44,MX
8721,18-24,SE
8722,35-44,CA
8723,25-34,GB
8724,25-34,CA
8725,18-24,AR
8726,25-34,GB
8727,18-24,NG
8728,18-24,IN
8729,25-34,EG
8730,25-34,AR
8731,55-64,SE
8732,25-34,CN
8733,45-54,DE
8734,35-44,AU
8735,45-54,CN
8736,25-34,PT
8737,65+,CA
8738,35-44,ZA
8739,45-54,CL
8740,25-34,SE
8741,18-24,ES
8742,35-44,TR
8743,<18,IT
8744,25-34,EG
8745,18-24,ES
8746,35-44,MX
8747,65+,IN
8748,25-34,ZA
8749,45-54,SE
8750,25-34,AR
8751,25-34,EG
8752,55-64,EG
8753,55-64,NL
8754,45-54,CL
8755,25-34,CN
8756,35-44,IT
8757,18-24,SE
8758,25-34,RU
8759,25-34,FR
8760,45-54,KR
8761,55-64,TR
8762,25-34,DE
8763,<18,RU
8764,55-64,US
8765,18-24,DE
8766,35-44,GB
8767,<18,DE
8768,25-34,US
8769,65+,AR
8770,18-24,CL
8771,25-34,BR
8772,25-34,CA
8773,55-64,IT
8774,55-64,CL
8775,18-24,TR
8776,18-24,BR
8777,35-44,US
8778,25-34,CN
8779,35-44,IT
8780,<18,CN
8781,18-24,ZA
8782,35-44,PT
8783,18-24,RU
8784,55-64,AR
8785,<18,MX
8786,18-24,CA
8787,65+,DE
8788,25-34,IT
8789,45-54,IN
8790,18-24,MX
8791,35-44,BR
8792,45-54,RU
8793,25-34,CN
8794,45-54,TR
8795,35-44,AR
8796,25-34,CA
8797,35-44,MX
8798,35-44,FR
8799,18-24,IT
8800,25-34,US
8801,25-34,NL
8802,25-34,SE
8803,45-54,FR
8804,25-34,ES
8805,65+,CL
8806,25-34,MX
8807,25-34,PT
8808,45-54,NG
8809,35-44,BR
8810,35-44,JP
8811,<18,AU
8812,25-34,PT
8813,25-34,BR
8814,65+,EG
8815,25-34,JP
8816,55-64,ES
8817,35-44,FR
8818,25-34,TR
8819,35-44,TR
8820,55-64,GB
8821,55-64,MX
8822,18-24,MX
8823,25-34,KR
8824,25-34,GB
8825,<18,CA
8826,35-44,GB
8827,55-64,ZA
8828,25-34,MX
8829,45-54,CO
8830,35-44,BR
8831,25-34,IT
8832,18-24,AU
8833,45-54,AU
8834,55-64,NG
8835,35-44,US
8836,<18,ES
8837,18-24,EG
8838,18-24,CO
8839,35-44,BR
8840,45-54,ES
8841,18-24,US
8842,45-54,GB
8843,35-44,DE
8844,35-44,CL
8845,65+,GB
8846,18-24,JP
8847,55-64,CL
8848,18-24,TR
8849,25-34,MX
8850,55-64,DE
8851,55-64,IN
8852,25-34,FR
8853,35-44,EG
8854,45-54,SE
8855,45-54,NL
8856,18-24,PT
8857,45-54,EG
8858,25-34,NL
8859,25-34,AU
8860,25-34,IT
8861,25-34,IN
8862,65+,IT
8863,35-44,NL
8864,65+,ZA
8865,18-24,CA
8866,45-54,NL
8867,45-54,BR
8868,35-44,TR
8869,35-44,NG
8870,35-44,ZA
8871,55-64,ES
8872,45-54,AU
8873,18-24,CL
8874,55-64,SE
8875,25-34,BR
8876,25-34,AU
8877,55-64,AU
8878,25-34,FR
8879,45-54,TR
8880,25-34,DE
8881,<18,RU
8882,25-34,BR
8883,18-24,IT
8884,45-54,CN
8885,25-34,IN
8886,25-34,MX
8887,18-24,EG
8888,25-34,CN
8889,45-54,PT
8890,18-24,AR
8891,35-44,NL
8892,55-64,US
8893,35-44,NG
8894,45-54,SE
8895,18-24,EG
8896,25-34,AR
8897,55-64,ES
8898,45-54,GB
8899,35-44,FR
8900,35-44,CO
8901,25-34,AR
8902,<18,CL
8903,45-54,CL
8904,35-44,IN
8905,25-34,NL
8906,55-64,JP
8907,25-34,ES
8908,25-34,AR
8909,55-64,BR
8910,45-54,DE
8911,25-34,NG
8912,18-24,SE
8913,18-24,SE
8914,35-44,EG
8915,25-34,AR
8916,45-54,GB
8917,65+,IN
8918,45-54,ES
8919,25-34,NL
8920,45-54,IN
8921,25-34,IN
8922,18-24,MX
8923,<18,RU
8924,25-34,IT
8925,55-64,BR
8926,18-24,ZA
8927,18-24,BR
8928,65+,TR
8929,<18,CL
8930,45-54,NL
8931,25-34,NL
8932,<18,KR
8933,55-64,IN
8934,18-24,MX
8935,35-44,CA
8936,25-34,NL
8937,18-24,CA
8938,<18,CO
8939,18-24,CL
8940,18-24,SE
8941,45-54,MX
8942,25-34,AR
8943,25-34,TR
8944,25-34,GB
8945,55-64,US
8946,55-64,PT
8947,45-54,ZA
8948,55-64,CL
8949,25-34,IT
8950,25-34,CL
8951,35-44,ES
8952,35-44,GB
8953,25-34,ES
8954,25-34,GB
8955,65+,CL
8956,45-54,CL
8957,25-34,SE
8958,45-54,CL
8959,25-34,US
8960,18-24,PT
8961,25-34,FR
8962,25-34,NG
8963,<18,IN
8964,45-54,CA
8965,25-34,CL
8966,35-44,SE
8967,18-24,CL
8968,18-24,FR
8969,55-64,CO
8970,35-44,MX
8971,65+,SE
8972,65+,CO
8973,25-34,SE
8974,25-34,IT
8975,55-64,NL
8976,65+,IN
8977,35-44,DE
8978,45-54,AU
8979,45-54,AU
8980,25-34,JP
8981,35-44,NG
8982,45-54,AR
8983,35-44,CA
8984,<18,GB
8985,25-34,JP
8986,18-24,AR
8987,18-24,JP
8988,55-64,US
8989,<18,JP
8990,18-24,MX
8991,25-34,FR
8992,35-44,IT
8993,35-44,AR
8994,18-24,NG
8995,18-24,SE
8996,18-24,ES
8997,25-34,TR
8998,25-34,GB
8999,65+,AU
9000,25-34,EG
9001,<18,TR
9002,45-54,DE
9003,25-34,CL
9004,35-44,ZA
9005,25-34,FR
9006,35-44,RU
9007,45-54,TR
9008,55-64,CN
9009,25-34,US
9010,25-34,EG
9011,25-34,EG
9012,55-64,KR
9013,55-64,KR
9014,18-24,KR
9015,18-24,TR
9016,25-34,ZA
9017,18-24,KR
9018,25-34,US
9019,18-24,NG
9020,35-44,NG
9021,65+,AU
9022,65+,BR
9023,25-34,CO
9024,35-44,PT
9025,55-64,ES
9026,18-24,GB
9027,35-44,KR
9028,25-34,IN
9029,18-24,AR
9030,25-34,ZA
9031,18-24,NL
9032,35-44,NG
9033,25-34,GB
9034,25-34,CL
9035,18-24,KR
9036,55-64,MX
9037,25-34,NG
9038,35-44,KR
9039,35-44,NG
9040,25-34,BR
9041,18-24,DE
9042,45-54,SE
9043,18-24,DE
9044,18-24,IN
9045,45-54,US
9046,18-24,US
9047,25-34,FR
9048,25-34,TR
9049,25-34,AR
9050,45-54,ES
9051,35-44,ES
9052,35-44,SE
9053,45-54,IN
9054,25-34,TR
9055,25-34,CL
9056,25-34,PT
9057,25-34,NL
9058,65+,AR
9059,45-54,JP
9060,18-24,ZA
9061,<18,EG
9062,<18,NG
9063,25-34,IN
9064,18-24,CA
9065,35-44,EG
9066,55-64,CN
9067,45-54,BR
9068,18-24,MX
9069,25-34,RU
9070,25-34,NG
9071,45-54,IN
9072,45-54,EG
9073,55-64,CN
9074,25-34,JP
9075,35-44,IT
9076,18-24,KR
9077,35-44,SE
9078,25-34,US
9079,25-34,CN
9080,35-44,TR
9081,25-34,PT
9082,<18,IT
9083,<18,SE
9084,<18,BR
9085,<18,AR
9086,18-24,KR
9087,18-24,CA
9088,18-24,NG
9089,65+,MX
9090,25-34,JP
9091,18-24,GB
9092,35-44,RU
9093,55-64,EG
9094,35-44,CL
9095,25-34,EG
9096,35-44,CL
9097,45-54,BR
9098,45-54,ES
9099,35-44,ES
9100,55-64,AR
9101,55-64,DE
9102,35-44,FR
9103,25-34,RU
9104,35-44,PT
9105,45-54,ES
9106,<18,EG
9107,65+,GB
9108,18-24,RU
9109,25-34,PT
9110,55-64,ZA
9111,18-24,EG
9112,25-34,MX
9113,18-24,CN
9114,25-34,AU
9115,18-24,NG
9116,25-34,AR
9117,25-34,NG
9118,65+,PT
9119,65+,ZA
9120,18-24,EG
9121,45-54,KR
9122,<18,EG
9123,<18,CN
9124,18-24,CA
9125,65+,DE
9126,65+,CA
9127,18-24,SE
9128,18-24,BR
9129,25-34,CA
9130,25-34,CA
9131,35-44,CN
9132,18-24,MX
9133,45-54,CL
9134,25-34,ES
9135,55-64,CA
9136,35-44,KR
9137,25-34,DE
9138,45-54,BR
9139,45-54,IT
9140,25-34,JP
9141,25-34,SE
9142,55-64,ES
9143,18-24,MX
9144,<18,NG
9145,25-34,IN
9146,45-54,DE
9147,45-54,ZA
9148,55-64,IT
9149,35-44,MX
9150,18-24,CL
9151,35-44,EG
9152,45-54,GB
9153,18-24,CO
9154,18-24,BR
9155,<18,CN
9156,35-44,FR
9157,55-64,CL
9158,35-44,CL
9159,65+,NL
9160,18-24,NL
9161,55-64,CO
9162,45-54,AR
9163,25-34,EG
9164,65+,CL
9165,25-34,CN
9166,55-64,CL
9167,55-64,DE
9168,45-54,RU
9169,35-44,TR
9170,18-24,AU
9171,35-44,RU
9172,25-34,FR
9173,45-54,CN
9174,45-54,PT
9175,55-64,CO
9176,<18,BR
9177,45-54,PT
9178,55-64,KR
9179,45-54,IT
9180,18-24,GB
9181,18-24,DE
9182,<18,IT
9183,35-44,DE
9184,35-44,CA
9185,65+,RU
9186,25-34,IN
9187,25-34,IN
9188,35-44,NG
9189,45-54,CO
9190,55-64,CO
9191,45-54,SE
9192,25-34,CL
9193,35-44,DE
9194,55-64,CL
9195,25-34,EG
9196,18-24,IN
9197,18-24,JP
9198,<18,CN
9199,45-54,MX
9200,18-24,DE
9201,25-34,NG
9202,25-34,MX
9203,35-44,AU
9204,25-34,TR
9205,35-44,CL
9206,<18,TR
9207,18-24,PT
9208,25-34,CL
9209,25-34,CA
9210,25-34,US
9211,18-24,US
9212,55-64,JP
9213,35-44,TR
9214,18-24,DE
9215,18-24,NG
9216,65+,US
9217,35-44,SE
9218,25-34,AR
9219,45-54,MX
9220,45-54,ZA
9221,45-54,JP
9222,25-34,EG
9223,25-34,AU
9224,<18,US
9225,55-64,NL
9226,35-44,GB
9227,18-24,CO
9228,55-64,JP
9229,55-64,US
9230,65+,AU
9231,55-64,TR
9232,65+,US
9233,25-34,JP
9234,55-64,GB
9235,45-54,EG
9236,18-24,NG
9237,18-24,RU
9238,65+,TR
9239,25-34,AR
9240,55-64,ZA
9241,<18,KR
9242,<18,PT
9243,25-34,NL
9244,18-24,CO
9245,35-44,CN
9246,35-44,RU
9247,18-24,US
9248,18-24,BR
9249,25-34,NL
9250,18-24,AR
9251,45-54,IN
9252,25-34,BR
9253,18-24,IN
9254,25-34,EG
9255,18-24,IT
9256,18-24,ES
9257,18-24,ES
9258,55-64,TR
9259,55-64,PT
9260,45-54,FR
9261,25-34,JP
9262,25-34,IT
9263,35-44,GB
9264,45-54,SE
9265,65+,AU
9266,18-24,GB
9267,<18,CO
9268,35-44,TR
9269,45-54,GB
9270,55-64,US
9271,35-44,US
9272,65+,ZA
9273,25-34,DE
9274,55-64,BR
9275,65+,SE
9276,55-64,MX
9277,25-34,NL
9278,18-24,AR
9279,35-44,CL
9280,25-34,KR
9281,55-64,KR
9282,18-24,ZA
9283,25-34,RU
9284,45-54,NG
9285,18-24,EG
9286,25-34,NG
9287,25-34,CA
9288,35-44,KR
9289,18-24,IT
9290,55-64,CL
9291,25-34,DE
9292,55-64,CL
9293,25-34,PT
9294,25-34,BR
9295,18-24,IT
9296,<18,MX
9297,35-44,IN
9298,18-24,NL
9299,25-34,CO
9300,35-44,CL
9301,25-34,JP
9302,18-24,TR
9303,45-54,EG
9304,65+,SE
9305,18-24,CA
9306,18-24,GB
9307,65+,SE
9308,<18,CL
9309,65+,CL
9310,<18,CA
9311,55-64,CN
9312,25-34,FR
9313,55-64,MX
9314,25-34,BR
9315,35-44,IN
9316,18-24,RU
9317,25-34,NG
9318,45-54,EG
9319,35-44,DE
9320,55-64,TR
9321,25-34,CN
9322,55-64,NL
9323,25-34,NG
9324,65+,PT
9325,65+,ZA
9326,25-34,AR
9327,55-64,MX
9328,55-64,KR
9329,18-24,FR
9330,35-44,GB
9331,18-24,AR
9332,45-54,JP
9333,18-24,KR
9334,18-24,CL
9335,25-34,IT
9336,35-44,JP
9337,55-64,GB
9338,65+,AR
9339,25-34,PT
9340,18-24,SE
9341,45-54,AR
9342,35-44,CN
9343,25-34,GB
9344,25-34,AR
9345,25-34,RU
9346,25-34,EG
9347,45-54,RU
9348,35-44,BR
9349,55-64,CO
9350,35-44,CO
9351,18-24,DE
9352,55-64,IN
9353,35-44,JP
9354,18-24,KR
9355,35-44,FR
9356,25-34,NL
9357,55-64,IN
9358,25-34,RU
9359,45-54,IT
9360,18-24,RU
9361,25-34,JP
9362,65+,IN
9363,45-54,AR
9364,18-24,MX
9365,25-34,ZA
9366,25-34,MX
9367,35-44,BR
9368,45-54,JP
9369,45-54,FR
9370,25-34,CN
9371,45-54,EG
9372,25-34,EG
9373,18-24,KR
9374,35-44,DE
9375,65+,RU
9376,45-54,AU
9377,35-44,TR
9378,35-44,BR
9379,55-64,JP
9380,25-34,DE
9381,25-34,KR
9382,65+,IT
9383,55-64,SE
9384,25-34,SE
9385,25-34,AR
9386,25-34,GB
9387,18-24,IN
9388,65+,CA
9389,25-34,PT
9390,55-64,RU
9391,18-24,ES
9392,35-44,JP
9393,<18,AU
9394,45-54,RU
9395,35-44,SE
9396,35-44,ES
9397,<18,JP
9398,18-24,CO
9399,18-24,ZA
9400,25-34,CL
9401,35-44,CO
9402,35-44,GB
9403,35-44,DE
9404,35-44,CO
9405,25-34,CO
9406,25-34,PT
9407,18-24,AU
9408,55-64,CA
9409,35-44,CO
9410,18-24,PT
9411,18-24,MX
9412,55-64,AU
9413,45-54,CN
9414,35-44,DE
9415,25-34,DE
9416,25-34,AR
9417,65+,CN
9418,45-54,PT
9419,25-34,GB
9420,55-64,CN
9421,45-54,IT
9422,25-34,US
9423,25-34,TR
9424,18-24,CL
9425,18-24,GB
9426,45-54,GB
9427,25-34,JP
9428,45-54,EG
9429,65+,ZA
9430,18-24,DE
9431,25-34,CL
9432,45-54,CL
9433,45-54,JP
9434,45-54,ZA
9435,25-34,KR
9436,25-34,IT
9437,35-44,GB
9438,65+,NG
9439,25-34,BR
9440,55-64,CN
9441,25-34,SE
9442,65+,MX
9443,35-44,US
9444,25-34,KR
9445,35-44,IN
9446,25-34,KR
9447,25-34,AU
9448,18-24,IN
9449,18-24,GB
9450,25-34,CN
9451,45-54,ZA
9452,35-44,CO
9453,18-24,EG
9454,55-64,SE
9455,35-44,BR
9456,65+,AR
9457,35-44,MX
9458,18-24,IN
9459,25-34,ES
9460,35-44,ZA
9461,<18,CL
9462,<18,IT
9463,18-24,TR
9464,25-34,MX
9465,25-34,IT
9466,25-34,CL
9467,18-24,CL
9468,35-44,EG
9469,35-44,US
9470,25-34,ZA
9471,<18,ZA
9472,18-24,RU
9473,25-34,JP
9474,18-24,CO
9475,25-34,GB
9476,35-44,EG
9477,35-44,NG
9478,18-24,DE
9479,25-34,IT
9480,35-44,US
9481,55-64,RU
9482,45-54,NL
9483,35-44,ZA
9484,25-34,GB
9485,25-34,NG
9486,55-64,JP
9487,<18,CL
9488,65+,TR
9489,35-44,CO
9490,35-44,IT
9491,<18,US
9492,35-44,CL
9493,25-34,DE
9494,18-24,AR
9495,25-34,IT
9496,55-64,BR
9497,35-44,IN
9498,25-34,US
9499,18-24,CO
9500,45-54,TR
9501,45-54,EG
9502,35-44,US
9503,25-34,GB
9504,25-34,MX
9505,35-44,IT
9506,18-24,SE
9507,65+,CA
9508,35-44,TR
9509,25-34,GB
9510,25-34,US
9511,45-54,ZA
9512,18-24,BR
9513,25-34,EG
9514,35-44,NL
9515,25-34,FR
9516,45-54,IN
9517,18-24,ZA
9518,45-54,FR
9519,18-24,RU
9520,<18,EG
9521,55-64,CO
9522,35-44,AU
9523,25-34,EG
9524,18-24,IT
9525,35-44,PT
9526,25-34,PT
9527,65+,IT
9528,65+,CL
9529,35-44,CO
9530,25-34,ZA
9531,25-34,MX
9532,35-44,BR
9533,18-24,IN
9534,25-34,ES
9535,18-24,CA
9536,18-24,ZA
9537,18-24,FR
9538,25-34,CA
9539,45-54,SE
9540,25-34,IT
9541,25-34,DE
9542,18-24,CN
9543,35-44,CN
9544,25-34,NG
9545,35-44,IN
9546,65+,DE
9547,18-24,TR
9548,18-24,KR
9549,25-34,TR
9550,65+,RU
9551,45-54,FR
9552,55-64,CA
9553,25-34,BR
9554,65+,BR
9555,18-24,DE
9556,<18,NG
9557,55-64,NG
9558,55-64,IN
9559,18-24,NG
9560,18-24,EG
9561,<18,SE
9562,18-24,ZA
9563,18-24,GB
9564,65+,FR
9565,35-44,AU
9566,45-54,ES
9567,45-54,GB
9568,35-44,IN
9569,45-54,AU
9570,35-44,NL
9571,25-34,AR
9572,35-44,US
9573,35-44,CN
9574,45-54,ZA
9575,65+,TR
9576,25-34,NG
9577,45-54,DE
9578,18-24,JP
9579,45-54,CA
9580,25-34,ES
9581,<18,AR
9582,25-34,CN
9583,35-44,RU
9584,18-24,JP
9585,55-64,ZA
9586,18-24,CA
9587,55-64,TR
9588,45-54,NL
9589,25-34,CL
9590,25-34,KR
9591,45-54,CL
9592,35-44,US
9593,35-44,CN
9594,25-34,TR
9595,25-34,GB
9596,65+,IN
9597,18-24,TR
9598,25-34,FR
9599,25-34,SE
9600,45-54,ES
9601,45-54,EG
9602,25-34,IN
9603,18-24,IN
9604,<18,US
9605,25-34,IT
9606,25-34,TR
9607,65+,KR
9608,25-34,FR
9609,25-34,KR
9610,55-64,DE
9611,25-34,MX
9612,35-44,CO
9613,18-24,CL
9614,25-34,NL
9615,65+,PT
9616,35-44,EG
9617,25-34,NG
9618,35-44,JP
9619,55-64,CN
9620,25-34,IT
9621,25-34,EG
9622,65+,ZA
9623,18-24,SE
9624,45-54,CA
9625,35-44,MX
9626,35-44,AU
9627,25-34,CO
9628,25-34,KR
9629,35-44,PT
9630,18-24,US
9631,25-34,AR
9632,18-24,GB
9633,<18,BR
9634,65+,KR
9635,25-34,DE
9636,65+,BR
9637,18-24,AR
9638,35-44,NL
9639,18-24,IN
9640,45-54,NG
9641,45-54,EG
9642,18-24,AU
9643,55-64,NG
9644,18-24,PT
9645,35-44,CN
9646,65+,SE
9647,55-64,CN
9648,65+,CN
9649,25-34,BR
9650,18-24,AR
9651,18-24,AU
9652,25-34,PT
9653,45-54,ZA
9654,18-24,AU
9655,35-44,MX
9656,25-34,CO
9657,25-34,JP
9658,35-44,NL
9659,25-34,RU
9660,45-54,AU
9661,18-24,DE
9662,45-54,IT
9663,18-24,MX
9664,18-24,NL
9665,35-44,TR
9666,55-64,TR
9667,25-34,GB
9668,25-34,FR
9669,35-44,BR
9670,18-24,AR
9671,45-54,EG
9672,45-54,FR
9673,18-24,IT
9674,25-34,DE
9675,45-54,MX
9676,25-34,TR
9677,35-44,CA
9678,<18,DE
9679,35-44,TR
9680,18-24,CA
9681,45-54,AR
9682,25-34,KR
9683,25-34,US
9684,55-64,PT
9685,<18,US
9686,25-34,NG
9687,25-34,ZA
9688,25-34,DE
9689,55-64,CO
9690,45-54,RU
9691,18-24,CO
9692,45-54,CA
9693,35-44,CA
9694,55-64,IN
9695,25-34,JP
9696,35-44,AU
9697,25-34,IN
9698,25-34,CA
9699,25-34,DE
9700,18-24,CO
9701,45-54,GB
9702,25-34,SE
9703,65+,EG
9704,25-34,AR
9705,35-44,TR
9706,65+,US
9707,35-44,US
9708,55-64,CL
9709,45-54,CO
9710,25-34,KR
9711,35-44,IT
9712,18-24,AU
9713,35-44,JP
9714,18-24,PT
9715,45-54,MX
9716,35-44,NL
9717,25-34,CO
9718,25-34,CL
9719,65+,RU
9720,18-24,CL
9721,<18,CA
9722,18-24,IN
9723,65+,CN
9724,65+,ZA
9725,35-44,CL
9726,55-64,AR
9727,18-24,EG
9728,65+,NG
9729,18-24,NG
9730,18-24,PT
9731,18-24,NL
9732,35-44,MX
9733,45-54,IT
9734,25-34,US
9735,65+,AU
9736,25-34,JP
9737,18-24,DE
9738,25-34,US
9739,35-44,MX
9740,45-54,FR
9741,25-34,ZA
9742,35-44,ZA
9743,25-34,DE
9744,35-44,BR
9745,65+,IT
9746,<18,CL
9747,55-64,NG
9748,35-44,EG
9749,25-34,AR
9750,65+,BR
9751,25-34,TR
9752,25-34,CA
9753,18-24,KR
9754,25-34,PT
9755,45-54,NL
9756,35-44,CN
9757,55-64,DE
9758,18-24,NL
9759,18-24,MX
9760,<18,IN
9761,25-34,PT
9762,65+,ZA
9763,35-44,PT
9764,25-34,ES
9765,55-64,RU
9766,45-54,BR
9767,<18,JP
9768,45-54,US
9769,25-34,ES
9770,18-24,ZA
9771,18-24,DE
9772,25-34,CL
9773,25-34,JP
9774,25-34,CA
9775,18-24,GB
9776,45-54,BR
9777,65+,KR
9778,45-54,CN
9779,25-34,CN
9780,25-34,ES
9781,18-24,CN
9782,18-24,MX
9783,35-44,IT
9784,35-44,RU
9785,45-54,RU
9786,35-44,CO
9787,25-34,CN
9788,25-34,IT
9789,35-44,AU
9790,25-34,PT
9791,18-24,NL
9792,25-34,CO
9793,25-34,CN
9794,18-24,FR
9795,45-54,CO
9796,55-64,TR
9797,18-24,SE
9798,18-24,TR
9799,45-54,TR
9800,18-24,AU
9801,25-34,JP
9802,18-24,ES
9803,18-24,CA
9804,45-54,AU
9805,45-54,RU
9806,18-24,IN
9807,25-34,US
9808,18-24,CO
9809,18-24,DE
9810,65+,BR
9811,35-44,GB
9812,35-44,IT
9813,45-54,RU
9814,55-64,CO
9815,45-54,AR
9816,<18,ZA
9817,18-24,CN
9818,35-44,JP
9819,25-34,US
9820,65+,SE
9821,35-44,GB
9822,65+,SE
9823,18-24,JP
9824,55-64,DE
9825,25-34,JP
9826,65+,AU
9827,18-24,ES
9828,25-34,CL
9829,45-54,IT
9830,25-34,TR
9831,25-34,US
9832,65+,TR
9833,25-34,MX
9834,35-44,CO
9835,<18,ES
9836,55-64,FR
9837,35-44,ZA
9838,25-34,ZA
9839,<18,CL
9840,35-44,IT
9841,<18,PT
9842,<18,CO
9843,35-44,ZA
9844,18-24,ZA
9845,18-24,RU
9846,35-44,AR
9847,<18,RU
9848,25-34,CA
9849,18-24,CO
9850,35-44,ES
9851,35-44,JP
9852,45-54,CL
9853,25-34,IT
9854,18-24,MX
9855,18-24,AU
9856,25-34,US
9857,65+,IT
9858,18-24,CN
9859,25-34,RU
9860,18-24,GB
9861,35-44,CA
9862,35-44,FR
9863,35-44,RU
9864,55-64,NL
9865,25-34,CL
9866,18-24,KR
9867,25-34,KR
9868,35-44,AR
9869,35-44,CN
9870,35-44,MX
9871,35-44,IN
9872,35-44,IT
9873,55-64,JP
9874,35-44,ES
9875,45-54,ES
9876,25-34,CN
9877,35-44,ZA
9878,55-64,NG
9879,25-34,ZA
9880,45-54,BR
9881,45-54,GB
9882,<18,CO
9883,35-44,TR
9884,18-24,SE
9885,65+,DE
9886,45-54,TR
9887,18-24,IN
9888,18-24,ES
9889,35-44,ZA
9890,25-34,CA
9891,<18,DE
9892,35-44,IT
9893,25-34,DE
9894,18-24,MX
9895,45-54,TR
9896,55-64,RU
9897,45-54,BR
9898,45-54,AU
9899,18-24,ES
9900,25-34,PT
9901,18-24,JP
9902,45-54,CL
9903,65+,TR
9904,45-54,BR
9905,55-64,NG
9906,35-44,US
9907,25-34,JP
9908,25-34,IT
9909,18-24,NL
9910,<18,CN
9911,35-44,AU
9912,25-34,JP
9913,35-44,FR
9914,35-44,NL
9915,25-34,MX
9916,25-34,PT
9917,25-34,EG
9918,25-34,PT
9919,45-54,ES
9920,25-34,JP
9921,35-44,JP
9922,55-64,FR
9923,55-64,CL
9924,55-64,CO
9925,25-34,MX
9926,<18,NG
9927,25-34,EG
9928,25-34,AR
9929,55-64,NG
9930,35-44,US
9931,18-24,GB
9932,18-24,PT
9933,18-24,RU
9934,35-44,AR
9935,45-54,JP
9936,55-64,RU
9937,65+,GB
9938,18-24,SE
9939,25-34,TR
9940,25-34,PT
9941,25-34,NL
9942,55-64,ZA
9943,35-44,NG
9944,45-54,ES
9945,25-34,CN
9946,<18,MX
9947,18-24,AR
9948,35-44,RU
9949,45-54,BR
9950,18-24,FR
9951,45-54,DE
9952,45-54,CA
9953,25-34,CL
9954,45-54,CL
9955,25-34,JP
9956,35-44,BR
9957,45-54,RU
9958,65+,CL
9959,25-34,IT
9960,25-34,RU
9961,18-24,IN
9962,18-24,PT
9963,35-44,CN
9964,55-64,JP
9965,25-34,JP
9966,18-24,FR
9967,25-34,BR
9968,25-34,KR
9969,25-34,FR
9970,18-24,RU
9971,45-54,ES
9972,<18,AR
9973,35-44,FR
9974,45-54,NG
9975,25-34,PT
9976,35-44,MX
9977,35-44,CO
9978,35-44,NL
9979,25-34,IN
9980,25-34,AU
9981,45-54,BR
9982,45-54,GB
9983,25-34,CL
9984,18-24,IN
9985,18-24,GB
9986,18-24,AU
9987,35-44,PT
9988,<18,DE
9989,25-34,CL
9990,45-54,IT
9991,25-34,IT
9992,45-54,KR
9993,45-54,FR
9994,25-34,IN
9995,45-54,AU
9996,45-54,DE
9997,25-34,RU
9998,18-24,CO
9999,35-44,FR
10000,55-64,BR
